类目id:11  类目名称:电脑硬件/显示器/电脑周边 
类目id:125094030  类目名称:网游装备/游戏币/帐号/代练>游戏代练>W-问道代练 
类目id:125096013  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>牡蛎/贝类提取物 
类目id:125096028  类目名称:网络游戏点卡>手游充值>S-神域大乱斗 
类目id:125098003  类目名称:全球购官网直购（专用）>数码家电>美容美发 
类目id:125098005  类目名称:网游装备/游戏币/帐号/代练>游戏装备>C-传奇永恒装备 
类目id:125098025  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>木瓜提取物 
类目id:125098026  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>纳豆提取物 
类目id:125098028  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>苹果酸 
类目id:125098029  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>苦瓜提取物 
类目id:125098039  类目名称:到家业务>外卖（饿了么）>其他 
类目id:125098043  类目名称:网游装备/游戏币/帐号/代练>游戏代练>Q-全民超神代练 
类目id:125100003  类目名称:家装主材>灯具灯饰>功能性灯具>植物生长灯 
类目id:125100004  类目名称:全球购官网直购（专用）>男装女装>女士内衣 
类目id:125100005  类目名称:网游装备/游戏币/帐号/代练>游戏帐号>C-传奇永恒账号 
类目id:125100006  类目名称:玩具/童车/益智/积木/模型>儿童智能玩具>意念控制玩具 
类目id:125100020  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒>铁 
类目id:125100021  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>膳食纤维/碳水化合物>低聚糖/寡糖 
类目id:125100024  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>其他膳食营养补充食品>褪黑素/松果体素 
类目id:125100030  类目名称:节庆用品/礼品>文化创意用品>文化衫 
类目id:125100031  类目名称:运动服/休闲服装>运动内衣 
类目id:125100036  类目名称:网游装备/游戏币/帐号/代练>游戏代练>H-皇室战争（手游）代练 
类目id:125102002  类目名称:包装>塑料包装袋>塑料购物袋 
类目id:125102003  类目名称:全球购官网直购（专用）>美容护肤>清洁护理 
类目id:125102005  类目名称:网游装备/游戏币/帐号/代练>游戏币>传奇永恒游戏币 
类目id:125102006  类目名称:到家业务 
类目id:125102017  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>鱼油/深海鱼油 
类目id:125104001  类目名称:家装主材>灯具灯饰>功能性灯具>杀菌灯具 
类目id:125104003  类目名称:珠宝/钻石/翡翠/黄金>K金首饰>脚饰 
类目id:125104004  类目名称:全球购官网直购（专用）>食品保健 
类目id:125104005  类目名称:全球购官网直购（专用）>食品保健>家用医疗保健器材 
类目id:125104007  类目名称:全球购官网直购（专用）>鞋包饰品>鞋靴配件 
类目id:125104012  类目名称:网游装备/游戏币/帐号/代练>游戏代练>W-王者荣耀代练（手游）代练 
类目id:125104021  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒 
类目id:125104023  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒>锌 
类目id:125104024  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>蛋白质/氨基酸/胶原蛋白>混合蛋白 
类目id:125104027  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>蔓越莓 
类目id:125106001  类目名称:家装主材>灯具灯饰>功能性灯具>生鲜灯 
类目id:125106002  类目名称:全球购官网直购（专用）>童装母婴 
类目id:125106003  类目名称:全球购官网直购（专用）>珠宝手表 
类目id:125106005  类目名称:全球购官网直购（专用）>数码家电>居家电器 
类目id:125110002  类目名称:全球购官网直购（专用）>美容护肤>护肤保养 
类目id:125110003  类目名称:全球购官网直购（专用）>男装女装>男士内衣 
类目id:125110004  类目名称:全球购官网直购（专用）>运动户外>田径装备 
类目id:125110019  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>锯棕榈 
类目id:125110023  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>玫瑰精油 
类目id:125110029  类目名称:到家业务>外卖（饿了么）>超市便利店 
类目id:125110033  类目名称:个人护理/保健/按摩器材>美容/美体辅助工具>体脂秤 
类目id:125112001  类目名称:全球购官网直购（专用）>运动户外 
类目id:125112002  类目名称:全球购官网直购（专用）>美容护肤>美妆工具 
类目id:125112006  类目名称:全球购官网直购（专用）>数码家电>车载/办公用品 
类目id:125112007  类目名称:全球购官网直购（专用）>珠宝手表>儿童表 
类目id:125112017  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类 
类目id:125112019  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>脂肪酸/脂类 
类目id:125112021  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>脂肪酸/脂类>亚麻酸 
类目id:125112022  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>脂肪酸/脂类>其他脂类 
类目id:125112030  类目名称:到家业务>外卖（饿了么）>快餐类 
类目id:125112039  类目名称:教育培训>教学服务>考试练习软件 
类目id:125114002  类目名称:网游装备/游戏币/帐号/代练>游戏代练>L-炉石传说代练 
类目id:125114014  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>菌/菇/酵素>辅酶Q10 
类目id:125114015  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>菌/菇/酵素>其它菌/菇/微生物发酵 
类目id:125114016  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>珍珠粉 
类目id:125114017  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>膳食纤维/碳水化合物>膳食纤维/果蔬纤维 
类目id:125114018  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>蛋白质/氨基酸/胶原蛋白>支链氨基酸 
类目id:125114020  类目名称:保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>越橘/蓝莓提取物 
类目id:125114030  类目名称:运动服/休闲服装>运动内衣>运动内衣套装 
类目id:125114031  类目名称:网游装备/游戏币/帐号/代练>游戏代练>B-部落战争（手游）代练 
类目id:125114032  类目名称:网游装备/游戏币/帐号/代练>游戏代练>Q-枪战王者代练 
类目id:125114033  类目名称:网游装备/游戏币/帐号/代练>游戏代练>H-火影忍者（手游）代练 
类目id:125118004  类目名称:电子元器件市场>无线及射频 
类目id:125118006  类目名称:电子元器件市场>无线及射频>应答器 
类目id:125118007  类目名称:电子元器件市场>开源硬件/电子DIY>激光扫描模块 
类目id:125118008  类目名称:电子元器件市场>开源硬件/电子DIY>编程器/烧录器 
类目id:125118009  类目名称:电子元器件市场>开源硬件/电子DIY>鳄鱼夹/弹簧夹/电夹 
类目id:125120002  类目名称:电子元器件市场>电路保护与电源管理 
类目id:125120003  类目名称:电子元器件市场>数据采集与转换 
类目id:125120004  类目名称:电子元器件市场>电子实验/科学实验器材 
类目id:125120005  类目名称:电子元器件市场>多媒体与显示器件>LED显示模块 
类目id:125120006  类目名称:电子元器件市场>开关/按钮元件>摇臂开关 
类目id:125120007  类目名称:电子元器件市场>线材/线类>杜邦线 
类目id:125120008  类目名称:电子元器件市场>开源硬件/电子DIY>DIY材料 
类目id:125120009  类目名称:家装主材>卫浴用品>卫浴五金/挂件>卫浴五金/挂件套餐 
类目id:125120010  类目名称:电子元器件市场>开源硬件/电子DIY>通信与网络模块>Wifi模块 
类目id:125124003  类目名称:装修设计/施工/监理>工程装修（小型） 
类目id:125124004  类目名称:电子元器件市场>开关/按钮元件 
类目id:125124006  类目名称:电子元器件市场>电路保护与电源管理>稳压器 
类目id:125124007  类目名称:电子元器件市场>电声器材与磁性材料>磁铁/磁珠/磁芯/磁条/磁片 
类目id:125124008  类目名称:电子元器件市场>冷却和热管理>其他热管理器件 
类目id:125124009  类目名称:电子元器件市场>开源硬件/电子DIY>DIY套件 
类目id:125126001  类目名称:网络游戏点卡>S-盛付通 
类目id:125126006  类目名称:网游装备/游戏币/帐号/代练>游戏代练>H-花椒直播代练 
类目id:125126007  类目名称:电子元器件市场>开关/按钮元件>拨动开关 
类目id:125128001  类目名称:装修设计/施工/监理>局部装修>局部整体翻新 
类目id:125130001  类目名称:装修设计/施工/监理>局部装修>局部硬装翻新 
类目id:125130007  类目名称:电子元器件市场>耦合器 
类目id:125130008  类目名称:电子元器件市场>LED>LED灯珠 
类目id:125130009  类目名称:电子元器件市场>LED>LED灯罩 
类目id:125130010  类目名称:电子元器件市场>LED>OLED 
类目id:125132001  类目名称:装修设计/施工/监理>局部装修>局部软装定制 
类目id:125132013  类目名称:电子元器件市场>开源硬件/电子DIY>码盘 
类目id:125134001  类目名称:装修设计/施工/监理>局部装修>局部主材套餐 
类目id:125134003  类目名称:电子元器件市场>驱动器 
类目id:125134004  类目名称:电子元器件市场>无线及射频>卫星导航定位系统 
类目id:125136004  类目名称:电子元器件市场>多媒体与显示器件>触摸屏/触控屏 
类目id:125136005  类目名称:电子元器件市场>电路保护与电源管理>压敏电阻 
类目id:125138003  类目名称:装修设计/施工/监理>璁捐>工程设计 
类目id:125138005  类目名称:电子元器件市场>光电器件>光敏电阻 
类目id:125138006  类目名称:电子元器件市场>开源硬件/电子DIY>NFC模块 
类目id:125138007  类目名称:电子元器件市场>开源硬件/电子DIY>机器人及套件 
类目id:125138008  类目名称:电子元器件市场>开源硬件/电子DIY>嵌入式计算机 
类目id:125140003  类目名称:电子元器件市场>开关/按钮元件>其他开关元件及附件 
类目id:125140004  类目名称:电子元器件市场>无线及射频>电子标签/射频标签 
类目id:125140005  类目名称:电子元器件市场>开源硬件/电子DIY>存储模块 
类目id:125140007  类目名称:电子元器件市场>开源硬件/电子DIY>电池配件/电池触点/电池座 
类目id:125142004  类目名称:电子元器件市场>开源硬件/电子DIY 
类目id:125142005  类目名称:电子元器件市场>线材/线类>电子线 
类目id:125142006  类目名称:电子元器件市场>线材/线类>电线扎带/束线带 
类目id:125142007  类目名称:电子元器件市场>LED>LED反光杯 
类目id:125142008  类目名称:电子元器件市场>电路保护与电源管理>逆变器 
类目id:125142009  类目名称:电子元器件市场>开关/按钮元件>滑动开关 
类目id:125142010  类目名称:电子元器件市场>开源硬件/电子DIY>面包板/实验板/万能板 
类目id:125144005  类目名称:电子元器件市场>冷却和热管理 
类目id:125146008  类目名称:电子元器件市场>开关/按钮元件>限位开关 
类目id:125146009  类目名称:电子元器件市场>冷却和热管理>石墨烯 
类目id:125146011  类目名称:电子元器件市场>开源硬件/电子DIY>陀螺仪 
类目id:125146012  类目名称:电子元器件市场>开源硬件/电子DIY>微控制器 
类目id:125148003  类目名称:电子元器件市场>微处理器 
类目id:125150006  类目名称:电子元器件市场>线材/线类>配线槽 
类目id:125150007  类目名称:电子元器件市场>开源硬件/电子DIY>舵机 
类目id:125152003  类目名称:装修设计/施工/监理>璁捐>家庭设计 
